STS/STS1.epd
74, 3012
75, 2284
76, 866
77, 1621
78, 1795
79, 2136
80, 959
81, 2151
82, 2410
83, 2209
84, 2637
85, 709
86, 1387
87, 2094
88, 4969
89, 1987
90, 2069
91, 2413
92, 1432
93, 1289
94, 2002
95, 1987
96, 1200
97, 4320
98, 1808
99, 2478
>>(Avg Hits): (2125)
STS/STS10.epd
0, 1964
1, 1728
2, 1933
3, 1914
4, 2430
5, 753
6, 2185
7, 3244
8, 1011
9, 873
10, 2193
11, 2086
12, 829
13, 1741
14, 1586
15, 1897
16, 1717
17, 2663
18, 3674
19, 2641
20, 1189
21, 1346
22, 6826
23, 3597
24, 3066
25, 2225
26, 1402
27, 3496
28, 1526
29, 1372
30, 787
31, 2087
32, 2968
33, 2767
34, 2452
35, 1314
36, 1688
37, 1330
38, 949
39, 2297
40, 2660
41, 5294
42, 497
43, 2623
44, 893
45, 2803
46, 4147
47, 2801
48, 2035
49, 2010
50, 1635
51, 3178
52, 2306
53, 361
54, 3298
55, 2893
56, 2328
57, 1806
58, 2614
59, 1598
60, 4200
61, 1909
62, 2108
63, 2452
64, 3207
65, 2936
66, 2417
67, 4368
68, 2832
69, 2900
70, 1119
71, 4097
72, 2223
73, 1733
74, 2049
75, 2685
76, 1818
77, 1854
78, 2758
79, 2236
80, 1563
81, 2020
82, 1687
83, 3462
84, 1936
85, 1114
86, 1964
87, 1733
88, 1101
89, 2599
90, 2580
91, 1907
92, 1686
93, 2843
94, 1556
95, 1025
96, 3937
97, 3711
98, 4691
99, 1551
>>(Avg Hits): (2280)
STS/STS11.epd
0, 5903
1, 5531
2, 5303
3, 2926
4, 2015
5, 856
6, 5599
7, 2081
8, 675
9, 2295
10, 2024
11, 1499
12, 781
13, 1836
14, 696
15, 5247
16, 2921
17, 1843
18, 956
19, 4156
20, 1565
21, 1999
22, 4424
23, 1557
24, 2720
25, 3455
26, 4702
27, 2333
28, 4632
29, 2672
30, 3524
31, 2478
32, 2879
33, 3268
34, 2571
35, 1874
36, 3103
37, 2755
38, 1298
39, 9379
40, 8915
41, 2419
42, 2520
43, 1748
44, 2535
45, 5150
46, 1461
47, 3921
48, 3422
49, 1969
50, 2242
51, 1750
52, 1830
53, 3103
54, 2155
55, 5772
56, 3942
57, 4813
58, 3618
59, 3423
60, 3685
61, 3468
62, 3078
63, 6936
64, 3565
65, 4569
66, 2032
67, 1407
68, 1385
69, 6757
70, 5618
71, 5458
72, 3355
73, 3364
74, 2648
75, 3776
76, 4287
77, 2909
78, 5078
79, 1545
80, 2403
81, 4876
82, 2368
83, 7887
84, 2389
85, 4446
86, 2450
87, 3365
88, 5238
89, 11325
90, 4118
91, 2069
92, 3387
93, 1607
94, 1247
95, 1950
96, 1351
97, 2083
98, 2275
99, 5953
>>(Avg Hits): (3327)
STS/STS12.epd
0, 1932
1, 2408
2, 1761
3, 1698
4, 1862
5, 1663
6, 1534
7, 2459
8, 738
9, 4013
10, 906
11, 1831
12, 927
13, 1788
14, 969
15, 1228
16, 1527
17, 1622
18, 1101
19, 1054
20, 877
21, 1583
22, 1315
23, 1881
24, 1404
25, 1393
26, 2106
27, 4515
28, 2363
29, 1203
30, 2039
31, 2072
32, 1449
33, 700
34, 2623
35, 1034
36, 1314
37, 4190
38, 3586
39, 1295
40, 2531
41, 3258
42, 3071
43, 2118
44, 3455
45, 3724
46, 1827
47, 2842
48, 2002
49, 3059
50, 2712
51, 2966
52, 1910
53, 1763
54, 2920
55, 2245
56, 1534
57, 1649
58, 1547
59, 1524
60, 2828
61, 2896
62, 4150
63, 5671
64, 4229
65, 1347
66, 3449
67, 3932
68, 2388
69, 2589
70, 3193
71, 2203
72, 1577
73, 1171
74, 882
75, 3628
76, 1231
77, 1493
78, 1462
79, 681
80, 1590
81, 1806
82, 2852
83, 1062
84, 2624
85, 2856
86, 3317
87, 1039
88, 1674
89, 1935
90, 2750
91, 2946
92, 1752
93, 2551
94, 3017
95, 2738
96, 1144
97, 2290
98, 1483
99, 4875
>>(Avg Hits): (2179)
STS/STS13.epd
0, 3197
1, 759
2, 2740
3, 1545
4, 1889
5, 1940
6, 2106
7, 434
8, 863
9, 755
10, 2767
11, 1668
12, 1435
13, 3274
14, 1152
15, 1221
16, 2141
17, 1207
18, 2790
19, 2231
20, 2644
21, 2068
22, 778
23, 2567
24, 728
25, 2228
26, 839
27, 813
28, 466
29, 854
30, 1271
31, 811
32, 2001
33, 844
34, 744
35, 1134
36, 1243
37, 485
38, 328
39, 1549
40, 1352
41, 1424
42, 2487
43, 968
44, 986
45, 1073
46, 939
47, 2273
48, 799
49, 2924
50, 1437
51, 1488
52, 870
53, 2308
54, 2307
55, 2421
56, 1511
57, 379
58, 3327
59, 766
60, 1235
61, 3789
62, 1883
63, 1682
64, 918
65, 1329
66, 1088
67, 2114
68, 741
69, 330
70, 1163
71, 1463
72, 1241
73, 589
74, 1071
75, 1884
76, 3348
77, 539
78, 1717
79, 1278
80, 3401
81, 1752
82, 1697
83, 1270
84, 2092
85, 982
86, 836
87, 1375
88, 1333
89, 2327
90, 2308
91, 774
92, 1617
93, 1464
94, 770
95, 2002
96, 1457
97, 1239
98, 2347
99, 4333
>>(Avg Hits): (1573)
STS/STS14.epd
0, 1076
1, 1151
2, 1335
3, 778
4, 594
5, 2336
6, 1372
7, 720
8, 1633
9, 2657
10, 1007
11, 866
12, 880
13, 5144
14, 522
15, 2278
16, 477
17, 1053
18, 768
19, 1344
20, 408
21, 1264
22, 4111
23, 3793
24, 1275
25, 1036
26, 996
27, 2871
28, 1289
29, 1733
30, 823
31, 2411
32, 1106
33, 4014
34, 3031
35, 4420
36, 3856
37, 1434
38, 2351
39, 1701
40, 1584
41, 2588
42, 2595
43, 1551
44, 1337
45, 1950
46, 1852
47, 2734
48, 1996
49, 3503
50, 1409
51, 3480
52, 2019
53, 2370
54, 1594
55, 1639
56, 3862
57, 1806
58, 795
59, 2431
60, 1371
61, 2103
62, 2855
63, 3841
64, 3326
65, 1567
66, 3019
67, 1644
68, 1258
69, 1722
70, 2768
71, 1485
72, 860
73, 2283
74, 2231
75, 1875
76, 1410
77, 408
78, 2232
79, 822
80, 1100
81, 1366
82, 1684
83, 1170
84, 3074
85, 1173
86, 3927
87, 4644
88, 843
89, 919
90, 2084
91, 1006
92, 1320
93, 2243
94, 1839
95, 3424
96, 2018
97, 529
98, 3662
99, 3707
>>(Avg Hits): (1958)
